split,source_dir,source_file,Timestamp,ts_rel_s,Arbitration_ID,DLC,Data,Class,SubClass,data_len_bytes
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.646978,0.0,130,8,0080B08000000A41,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.647217,0.0002391338348388672,140,8,C87F007220000A30,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.647435,0.0004570484161376953,260,8,0526013000BB572B,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.647883,0.0009050369262695312,329,8,4ABF7D8C312A0010,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.648119,0.0011410713195800781,251,8,F603131800F9F77F,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.64832,0.0013420581817626953,2B0,6,16000007330B,Normal,Normal,6
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.64855,0.0015721321105957031,340,8,FC0300E4C721B23C,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.648793,0.0018150806427001953,42D,8,0000000000D007FA,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.649041,0.0020630359649658203,53E,8,000000000CCF0000,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.6501222,0.0031442642211914062,164,4,00081BA9,Normal,Normal,4
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.650501,0.003523111343383789,386,8,0080008000400080,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.6531339,0.006155967712402344,356,8,0000008011000000,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.653351,0.006373167037963867,366,7,26DC0A26230001,Normal,Normal,7
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.653595,0.006617069244384766,367,8,000000000000BA0A,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.65384,0.006862163543701172,368,8,0000000000DC0A40,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.65409,0.007112026214599609,4CB,8,0000000000000000,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.6543381,0.007360219955444336,53B,8,0000000000000000,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.6545892,0.007611274719238281,5A6,8,0000000000000000,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.654833,0.00785517692565918,391,8,0000000000000750,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.654999,0.008021116256713867,4F1,4,20006071,Normal,Normal,4
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.655235,0.008257150650024414,153,8,20A110FF00FF00CF,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.655477,0.0084991455078125,220,8,10447F0000FF3F18,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.655712,0.008733987808227539,47F,8,042DFFFF007B00EE,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.656975,0.009997129440307617,130,8,F87F948000000B5A,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.657209,0.01023101806640625,140,8,B87F007220000B25,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.657535,0.010557174682617188,260,8,0526013000BB573A,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.657774,0.010796070098876953,38D,8,00004D00C37FFE40,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.658005,0.011027097702026367,340,8,FC0300E4D721AA3C,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.65824,0.011262178421020508,251,8,F603143500F90780,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.65844,0.011462211608886719,2B0,6,1700000754A6,Normal,Normal,6
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.6586714,0.011693477630615234,329,8,4ABF7D8C312A0010,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.658908,0.011929988861083984,381,8,80C83F00008B2C05,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.659144,0.012166023254394531,420,8,B01E80C8FC4F6A00,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.659384,0.012406110763549805,421,8,FE0700FFE37F00F8,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.6596286,0.012650728225708008,389,8,0000003000005800,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.659875,0.012897014617919922,492,8,40FE0F0000000000,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.660191,0.013213157653808594,490,8,0000082100103CC8,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.660357,0.013379096984863281,164,4,00081DE7,Normal,Normal,4
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.6606,0.013622045516967773,394,8,00600800FF9317FC,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.660835,0.013857126235961914,387,8,237912F000A60800,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.6631439,0.016165971755981445,356,8,0000008011000000,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.663358,0.01638007164001465,366,7,26D80A26230001,Normal,Normal,7
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.6636,0.016622066497802734,367,8,000000000000B30A,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.6638448,0.01686692237854004,368,8,0000000000D80A40,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.664079,0.017101049423217773,470,8,1541050454505459,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.6642606,0.017282724380493164,453,5,00888E0051,Normal,Normal,5
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.664509,0.017531156539916992,4A9,8,0000000000000000,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.6647599,0.017781972885131836,53F,8,0000000000000000,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.6651769,0.01819896697998047,220,8,14E47E0000FF3F2D,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.66541,0.018432140350341797,153,8,20A110FF00FF10DF,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.666982,0.0200040340423584,130,8,F87F7C8000000C03,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.6672199,0.020241975784301758,140,8,D07F007220000C15,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.6674519,0.020473957061767578,260,8,0526013000BB570D,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.667685,0.020707130432128906,495,8,0000610A1D02876E,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.667915,0.020937204360961914,329,8,4ABF7D8C312A0010,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.668154,0.02117609977722168,251,8,F603155F00F90780,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.6683571,0.02137923240661621,2B0,6,1600000755D1,Normal,Normal,6
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.668589,0.02161121368408203,340,8,FC0300E4E721823C,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.6688368,0.021858930587768555,500,8,010700000800079A,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.6690464,0.022068500518798828,593,6,0000FFFFFFFF,Normal,Normal,6
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.670125,0.023147106170654297,164,4,00081FDD,Normal,Normal,4
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.670492,0.0235140323638916,386,8,00C0008000400080,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.6731286,0.02615070343017578,356,8,0000008011000000,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.673344,0.026365995407104492,366,7,26D80A26230001,Normal,Normal,7
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.673586,0.026607990264892578,367,8,000000000000B70A,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.6738286,0.02685070037841797,368,8,0000000000D80A40,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.674075,0.027096986770629883,479,8,5200000000000000,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.674654,0.027676105499267578,391,8,00000000000008EB,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.67482,0.027842044830322266,4F1,4,20006081,Normal,Normal,4
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.675132,0.02815413475036621,47F,8,042EFFFF007B0024,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.675368,0.028390169143676758,153,8,20A110FF00FF20EF,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.675607,0.028629064559936523,220,8,11A47E0000FF3F38,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.676553,0.029575109481811523,48A,8,0000874003026036,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.676981,0.030003070831298828,130,8,0480788000000DB0,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.677217,0.030239105224609375,140,8,D87F007220000DDA,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.67745,0.0304720401763916,260,8,0526013000BB571C,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.6776881,0.030710220336914062,38D,8,00004D00CB7FFE4C,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.6779199,0.03094196319580078,420,8,C01E80C8FC4F6A00,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.678158,0.031180143356323242,251,8,F70316BC00F90780,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.678362,0.03138399124145508,2B0,6,1600000766BC,Normal,Normal,6
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.678593,0.03161501884460449,329,8,4ABF7D8C312A0010,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.678823,0.0318450927734375,340,8,FC0300E4F7219A3C,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.679061,0.03208303451538086,381,8,80C83F00008CD505,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.679297,0.032319068908691406,421,8,FE0700FFE37F00E9,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.679539,0.03256106376647949,389,8,0000003000004900,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.67978,0.03280210494995117,484,8,2C01064100FFB107,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.680026,0.033048152923583984,58B,8,3300000000000000,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.680196,0.0332181453704834,164,4,000801B6,Normal,Normal,4
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.680438,0.033460140228271484,394,8,00800800FF9315FC,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.68067,0.033692121505737305,387,8,237912F000A70900,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.683493,0.036514997482299805,356,8,0000008011000000,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.683707,0.03672909736633301,366,7,26DC0A26230001,Normal,Normal,7
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.68395,0.0369720458984375,367,8,000000000000B90A,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.6841948,0.037216901779174805,368,8,0000000000DC0A40,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.684368,0.03738999366760254,436,4,00000004,Normal,Normal,4
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.6845481,0.03757023811340332,453,5,00888E0061,Normal,Normal,5
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.684782,0.03780412673950195,470,8,154105045450549D,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.6850278,0.038049936294555664,541,8,03044180C0000004,Normal,Normal,8
test,C:\Users\GNKRISHNAN\Documents\CODING\IEEE_EV\data\0_Preliminary\1_Submission,Pre_submit_D.csv,1599046795.6852634,0.03828549385070801,153,8,20A110FF00FF30FF,Normal,Normal,8
